input.sentences,output.sentences,persona.age
"['[female] has always been a curious little girl .', 'she likes to put everything she can find in her mouth .', ""grandma and grandpa were taking about how to keep her busy over the 4th of july so she would n't eat everything she could find ."", 'mom and dad stepped in and decided they had a plan .', ""the took her to the fireworks and she did n't chew on anything the whole time .""]","['A baby girl wearing female clothing looked in a curious manner into the distance.', 'She places items in her mouth and like to do this all day.', 'Near her, people are talking in the July heat with her Grandpa', ""She stepped outside but couldn't continue her plan to run down the road as her mom scooped her up."", 'She was held as they ll watched fireworks and she searched the area for something to put in her mouth to chew.']",45-54
"['as i entered the museum i looked up and saw the most beautiful ceiling .', 'then followed a stone statue .', 'there was all sorts of displays like this one which i thought was maybe a medicine man .', 'the egyptian drawings were the most incredible .', 'the fact that this art has been here for so long is amazing .']","['The entrance of the museum glowed with natural light from above.', 'A grandiose stone statue greeted visitors.', 'A medicine display included a colorfully clothed figure.', 'Incredibly detailed Egyptian drawings depict life in ancient times.', 'Amazing art throughout the museum shows how humans have been represented in art across history.']",45-54
"['i had a great time camping last weekend .', 'i lot of my friends were able to come .', 'it was a long drive .', 'when we got to the camp site we made camp quickly .', 'at night we all had out own tents to sleep in .']","['My family spent the weekend time camping.', 'We also brought a lot of friends too.', 'It was a pleasant drive out there.', 'We got to our camping site quickly.', 'It was easy setting up the tents to sleep at night.']",25-34
"[""the plants and flowers we 're really beautiful ."", 'the trees were firm and crisp .', 'the gardener worked very hard to set his crop up .', 'he aligned the seeds perfectly .', 'the garden grew to be tremendous and colorful .']","['It feels like all plants and flowers are at their most beautiful in the spring.', 'In this time of year the trees are firm and crisp.', 'It makes me want to set to work the hard ground like the best gardener around.', 'If I were a gardener, I would make sure all my seeds were perfectly aligned.', ""I'd do a tremendous amount of work until it grew into the most luscious garden.""]",25-34
"['the little town of location was having their annual festival and lots of people were walking around .', 'some army guys were walking in the parade .', 'there were many live music events | including this band .', 'people could challenge each other in hotdog eating contests .', 'and of course | there was a lot of beer consumed that weekend !']","['Just a nice day, walking down the street.', 'Side by side, we are bros who are going to die together.', 'And then we come across a great band playing music.', 'And some people stuffing their faces.', 'This is a time we will never forget!']",18-24
"['once the lecture was over | we ate dinner together .', 'the group took pictures together .', 'one man drank a lot of wine .', 'i decided to explore the building .', 'while i was away | my friends stole my phone and took group pictures .']","['Marsha had planned extensively for her lecture.', 'Afterward, the girls showed up to congratulate her.', ""Marhsa's husband got ready to give a toast."", 'One of the students contemplated what he had learned as he toured the building.', 'What a great day.']",55-74
"['have you ever just stepped outside and let the stress of real life vanish for a few moments ?', 'to enjoy the scenery and sunshine of nature . . . no stresses of work or deadlines .', ""life is beautiful but sometimes we get blinded by things that are n't important in the long run ."", 'as long as you try your best | there will be a rainbow at the end of the stream .', 'life might not always be easy | but if you take a deep breath and just breathe ... everything will be just fine .']","['Visiting this majestic building was eye opening.', 'Had to keep on moving because of the rain.', 'It cleared up when we got to the stream ahead.', 'Hiked to higher ground for a photo of the rainbow.', 'Last stop the roaring waterfall.']",25-34
"['the beach was beautiful | as were the houses along it .', 'we took some unique pictures that showed the vibrant colors of the houses .', 'we then stopped to get coffee .', 'enjoying it by the beach was a treat .', 'that day was much fun | for myself and others .']","['IT IS A BUILDINGS', 'IT IS VERY COLOURFUL', 'IT IS A ZELDAS', 'IT IS A USE AND THROW CUP', 'THE BOYS RIDE TO SEA']",25-34
"['we arrived at the wedding right on time .', 'we walked up and they were just coming down the aisle .', 'they said there vows and it was official .', 'we all clapped and celebrated .', 'they left on their honeymoon and everyone went home .']","['The wedding time had finally arrived, and everyone was excited.', 'The mother of the bride walked with the couple as they were coming down the aisle.', 'They held hands as they said their vows to the wedding official.', 'Everyone clapped for the new couple and they celebrated with a reception.', 'Once the party was over, the new couple left to get ready for their honeymoon and new home.']",35-44
"['the firework show started off slowly', 'after it kicked off it light up the sky .', 'their were many different colors | and hues .', 'like magenta | and purple .', 'the big finale near the end was very exciting .']","['The firework show started slowly.', 'The fireworks lighted the sky as it kicked in motion.', 'There were many hues and colors.', 'I loved the purple and magenta colors against the night sky.', 'The finale was so exciting with so many colors.']",55-74
"['halloween this year was the best because the kids were old enough to go trick or treating .', 'we first played some games at home .', 'we started trick or treating at 5pm and the neighbors were gracious and gave us a lot of candy .', 'we joined the other neighborhood kids .', 'the last neighbor gave us a ton of candy .']","['The kids dressed up for Halloween.', 'There were many games for kids to play,', 'and many opportunities to collect candy.', 'The children had fun playing in the group activities.', 'Even the adults dressed for the festivities.']",35-44
"['when families get together | they like to share a meal .', 'even the youngest family members know that large family gatherings include lots of food and attention .', ""it 's the perfect time for the youngsters in the family to bond with older family members ."", ""it 's also a time for adolescents and teens to share what has been happening in their lives and receive feedback from a variety of relatives ."", ""it 's love that makes a family and creates a home .""]","['IT IS A FOOD', 'THE GIRL WAS SMILE', 'THE GIRL WAS SMILE', 'THE GIRL WAS SMILE', 'IT IS A NIGHT']",25-34
"['[male] had no idea what was in store .', 'his mother made him a special monkey cake for his birthday .', 'he received so many presents .', 'he showed his mom the best present he received .', 'he even pretended to read the book !']","['The baby was forced to celebrate his birthday.', 'He had a monkey shaped cake.', 'He also had some big gifts from his family.', 'His mom enjoyed watching him open them.', 'He immediately began to try reading a book he got.']",18-24
"['[male] was on his way to work on his bike when he was distracted by a bird .', ""the tan bird was standing peacefully in the grass . [male] could n't help but watch it . he followed it all the way to a horse ."", 'this horse was behind a fence in the older part of town . the horse advised him to go shopping .', 'he purchased a green dress for his mother . he still had not made it to work .', 'finally he returned home and ate dinner with his friends in a poorly lit living room .']","['The male on the motor bike was distracted by the bird.', 'The tan bird was just standing trying to watch for worms.', 'I was riding my horse to town for some shopping.', 'I purchase my mother a beautiful green dress.', 'We returned home to happy to not be poorly living.']",25-34
"['the crowds were large for the event .', 'they were excited .', 'they eagerly watched their choice .', 'the horses were led out .', 'the bets were placed .']","['I am not fond of an event that has large crowds.', 'I still got excited for this  one.', 'I watched closely as I made my choice on who I thought would win.', 'Finally one was led out that was one of the horses who took a top spot last year.', 'It seemed like all bets were going to be placed on this one.']",35-44
"['time to get drunk !', ""he did n't need any more ."", 'but he kept drinking any way .', 'then we got another round .', ""that 's when things got freaky !""]","['The first person to drink.', 'These two have been drinking.', 'Round two of drinks.', 'Cheers for the drunk guys.', 'What in the hell is he doing?']",25-34
"['we took a trip to see the waterfalls .', 'the view was amazing from where we were .', 'you could feel the mist from the falls from where we were standing .', 'the water falls could be seen from miles away .', 'once we got closer to the water falls we seen a lot of wildlife | including this butterfly .']","['The couple stopped to see many waterfalls on their trip.', 'The view of this waterfall from above is amazing.', 'Standing in the mist, they feel overcome with the beauty of nature.', 'Drawn to the water, the couple traveled for many miles to view the falls.', 'The wildlife is also drawn to water, like this butterfly they see in the parking lot.']",35-44
"['the family came with me to take a trip down the river to watch a performance .', 'there was a lot of cool sights to be seen .', 'amazing art work passed us by as we snapped photos .', 'the architecture was truly impressive .', 'arriving at the performance we were all really happy and excited .']","['We went on a boat ride up the river.', 'There were some very cool sites.', 'I took some pictures of statues and buildings.', 'I loved the architecture of some of the places.', 'After that, we took in a performance.']",45-54
"['the water by the ocean was beautiful today .', 'we decided to take a walk .', 'the water was still and relaxing .', 'there were lovely flowers blooming everywhere .', 'after | we went out to dinner with my favorite neice .']","['IT IS A SEA', 'THE TAKE GROUP PHOTOS', 'IT IS A SEA', 'IT IS A PINK FLOWER', 'THE TAKE GROUP PHOTO']",25-34
"['i went on an amazing hike today .', 'the scenery was incredible .', 'i found a small cave to crawl into .', 'the highlight was this amazing waterfall .', ""at the end of the hike i sat down and enjoyed this beautiful river . i ca n't wait to do this again .""]","['We took a hike today.', 'The trails were lovely.', 'We followed a path we never took before.', 'We found some nice waterfalls.', 'It was serene and peaceful.']",25-34
"['i went into the city by boat this morning to do some exploring .', 'as i walked around | i noticed interesting sculptures on a lawn .', 'i stopped at a memorial which had names listed for the fallen warriors from a war .', ""i did n't know any of the names | but i felt deep respect for those who lost their lives fighting for our freedom ."", 'as i was about to take the ferry home | i noticed a cute arrangement of sailboats | the perfect end to my day .']","['The city has a beautiul harbor.', 'It adjoins a park where you can play.', 'There are also historical landmarks to be explored.', 'The area around the city also has memorials.', 'And after finishing seeing the sites you can return to the harbor for sailing lessons.']",25-34
"['this is the city .', 'parts are really old .', 'there are some trees .', 'some have neat markings .', 'or bend in cool ways .']","['The city was just waking up', 'Here, there were many relics of humans.', 'Despite this, nature abounds.', 'She takes back what is hers and works around what we do.', 'She is resilient and adaptable.']",45-54
"[""the parade went right past [male] 's famous hot dogs ."", 'then a woman went by dressed as a sea monster .', 'men paraded by holding huge fake guns .', 'this purple mermaid woman attracted every eye .', 'while the transformer buzz played to the crowd .']","['A male was riding in the parage past the crowd.', 'One woman was dressed as a sea monster.', 'They paraded around holding huge rockets.', 'Another woman was a purple mermaid.', 'A transformer played with the crowd.']",25-34
"['it seemed to be some religious march', 'many gathered along to watch', 'and some carried the cross on their back', 'it was a march to somewhere in the uknown', 'what happened at the end we may never know']","['A crowd gathered for church', ""There were so many people that they couldn't fit in the church."", 'One man carried a cross down a path.', 'The whole congragation followed him.', 'Many of them had flowers with them as an offering.']",25-34
"['the home coming soccer game was in their honor .', 'the captain of the 1990 team spoke to the crowd .', 'cheer leaders performed before the game .', 'it was a cold night for a game .', 'everyone watched the game with anticipation .']","['The fellas and I met for our alumni soccer game over the weekend.', 'Bob gave a nice speech before the festivities kicked off.', 'Though it was colder than expected, the dance team gave a great performance.', ""Bob's daughter is the captain of the team, so they gave paid a little tribute to us old timers."", 'Overall it was a great day to sit in the stands with my friends and their families.']",25-34
"['some passengers ride on the bus trying to make their way to the ocean .', 'the coast is rocky and has manmade plastic lining the side .', 'there are bridges for cars to drive over .', 'they are also currently working on the bridge itself .', 'even at night the bridge is being worked on .']","['Students from the university went on a trip with their ecology class.', 'They intended to see the effects of plastic waste on the ocean and how plastic could be useful too.', 'They were told that bridges of the future could be made with plastic.', 'Some bridges already had plastic components.', 'By the time they left that night they realized that plastics could be harmful or useful depending upon how they chose to use them.']",55-74
"[""there 's an eerie beauty"", 'to the abandoned city', ""where nature is taking back it 's home ."", 'the graffiti of the old civilization', 'still lives on | though | but nature is slowly taking it back .']","['The abandoned city sat lonely and desolate.', 'The wind whistled through the streets and down through the tunnels.', 'Nature had taken over after the last of the humans left.', 'The only remaining signs of humanity were the abandoned cars and remnants of graffiti long forgotten.', ""Even the graffiti was slowly fading from nature's relentless growth.""]",25-34
"['there was quite a crowd at the border checkpoint .', 'people lined up to enter another country .', 'the crowd was pleasant and talkative .', 'some of the local boys joked and laughed .', 'this local boy offered to hold out place in line so we could get some water .']","['The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.']",25-34
"['a young man went exploring one fine summer morning .', 'after many hours | he happened upon a man made rainbow with a restaurant attached on one end .', 'with much excitement | he went and ate inside this restaurant at the end of the rainbow .', 'with a full belly | the young man walked along the pier .', 'as the sun set | he watched the beautiful lights of the city .']","['It was a fine summer morning to go to the beach.', 'I walked next to a restaurant that had the rainbow on the boardwark with posted hours.', 'The rainbow actually extended to the inside of the restaurant.', 'Afterwards, we walked the pier to the belly of the beast beach.', 'There, we watched the sun set and stayed long after.']",25-34
"['crafts shows can be an interesting place to shop', 'you never know what you will find and like', 'the art is amazing', 'and sometimes confusing', 'but fun is usually had by all']","['I was so excited about the candle sale.', 'On the way there we saw grafitti.', 'I also love graffiti.', 'There is a lot of odd sculptures around the town.', 'We took a break on the hammocks.']",18-24
"['the japanese palace was very impressive .', 'there were tons of pigeons outside .', 'we hit up the spinns store afterwards .', 'as we walked back | i noticed that the streetlights looked like lanterns .', 'i almost ran into the man with a horse mask on while looking at the lights .']","['IT IS A HOUSES', 'IT IS A BIRDS', 'THE BOY WAS CYCLING', 'IT IS A STREET LIGHT', 'IT IS A TOY']",25-34
"['we went to morocco', 'it was amazing', 'i am so glad i went there', 'i hope to go back', 'it was a great experience']","['And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.']",25-34
"['there was a display against domestic violence in town today .', 'it had very interesting works done by women victims of domestic violence .', 'there were so many brave women who took the time to display their emotions .', 'many of them wrote their stories on shirts .', 'they were very inspiring how brave they were and that they never quit .']","['My daughter had a school art project to imagine a T-shirt she would like to have, and put whatever she would want it to say on it.', 'She was so passionate about the project, I decided to see if I could find something similar, that I could surprise her with at our locale store.', 'After I spent a long time searching through all their available T-shirts, I was unable to find the perfect thing in her size.', 'On my way back to the car I saw a sheet some one had hung up as a sign, AND since she had been re-decorating her room with posters and murals, it helped me come up with a genius idea as an alternative.', 'Using a white bed sheet, I created a mural for her bedroom wall, depicting her beautiful saying in rainbow writing... and she LOVED it!!']",45-54
"['i had always had a fascination with trains ...', 'even since i was a little kid ...', 'i really loved the steam trains from the early century .', 'and | today | i would be riding one of my favorite trains .', 'i jumped on | took my seat and we were off .']","['The train left the station on a sunny morning.', 'It passed by some beautiful canyons.', 'Meanwihle, other trains pulled into the station in the city.', 'A black train sits near high rises.', 'A silver and black train shoots through the station like a bullet.']",18-24
"['[female] went to the mountain to go skiing .', 'some of the cliffs were very high with snow hanging off of them .', '[female] had to work hard to get up some of the hills .', 'when she made it to the top she was ready to go down .', '[female] loved the feeling of zooming down the slopes .']","['A skiing female loved this particular mountain.', 'The snow was hanging off the cliffs, making it difficult to see where the mountain ended!', 'The female found these particular hills hard.', 'It is always exciting to be at the top getting ready to ski down.', 'Everyone loved zooming down the slopes.']",18-24
"['i went to a neat parade the other day and had a good time .', 'there were people dressed up in traditional clothing doing irish jigs .', 'there were people in a marching band playing great band music .', 'the mascot for the local high school was bringing up the rear . i bet it was hot in there !', 'at the end the marching band got together on the field to talk about how they could improve .']","['It was time for the parade and everyone looked very neat.', 'Traditional people danced things such as the jig.', 'People were plaing music.', ""The school's mascot was in the rear of the parade."", 'They stopped to talk, and then the marching improved.']",25-34
"['we visited a petting zoo .', 'we first went to see the goats .', 'this goat was trying to wat whatever he could find .', 'then we got to see this critter', 'finally we saw a small spotted pig .']","['A pig was playing at the petting zoo.', 'A goat waited for people to pet it.', 'A goat eats hay from a bushel.', 'A pig plays around at the petting zoo.', 'A pig plays in the mud.']",18-24
"['in the mornings | [female] leaves her house to volunteer and teach .', 'she passes many stores on her way around town .', 'sometimes there is a lot of traffic .', 'when she finally gets to her church where she teaches | she is happy .', 'her students wait for her to arrive | so they they can begin to study .']","['Down the long stairway she went.', 'And down to the bus stop.', 'The bus was finally there to get her.', 'Her school was the second stop on the bus line.', 'She made it to class before the tardy bell rang.']",45-54
"['at the wedding reception the kids danced together .', 'the bride and groom were very happy .', 'this was their getaway car | waiting for them .', 'their wedding cake was very cute .', 'their friends enjoyed themselves til late in the night .']","['Everyone was laughing and joking that Joe would one day marry Cindy.', 'Alfred and Eleanor were finally married, after many ups and downs.', 'Though they had a beat up vehicle and a small apartment, they were content because they had each other.', 'The wedding guests all signed the picture frame matt surrounding a photo of the two of them.', 'Though Jim was very much against the marriage, they did not let it ruin their day.']",25-34
"['today i stumbled upon this when i walked through my woods .', 'my husband and i were in shock ! this place was here the whole time .', 'it looks like an old aztec burial ground !', ""look at these crazy shaped huge rocks ! humans could n't have done this !"", 'we walked down over a hill and found a large round rock formation sticking up out of the ground ! i am in total shock !']","['IT IS A ROUND GROUND', 'IT IS A STONE GROUND', 'IT IS A MOUNTAIN', 'IT IS A STONE', 'IT IS A BUILDING']",25-34
"['today they are meeting on the beach for a small musical gathering .', 'there are several different people that are excited .', 'this is the interpretive dance section of the evening .', 'the highlight of the day is the singing group .', 'and the closing act is a group rocking out on their guitars .']","['We gathered at the beach to celebrate.', 'A drama was preformed.', 'A man danced in celebration as part of the drama.', 'We sang familiar songs as the musicians and singers led us.', 'We had four guitars and numerous singers present.']",25-34
"['the friends went to summer camp to learn how to dance .', 'the friends had a special dance teacher .', 'during the program the friends were able to get temporary tattoos .', 'when the friends were taking a break from dancing they played baseball .', 'at the end of the day the friends were happy with the dance moves they learned .']","['We decided to take a small summer camp to learn new things and make new friends.', 'I had a wonderful teacher who was special as making friends', 'We gotten temporary tattoos and the program gave use soe extra ones to take home.', 'I was taking pictures as they played and my friends wanted me to join in the fun.', 'What moves me is that i learned that i can be open with my friends and be happy.']",18-24
"[""the signs let us know that we 're a long way from home ."", 'the view of the bridge and church was spectacular .', 'we stopped for a selfie on our busy day .', 'this old art was very inspiring to look at .', 'it was almost a surreal experience to be in the old church . it was a good place to end the day .']","['He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.']",25-34
"['ring toss at the jubilee is my favorite game .', 'she loved the bug car ride .', ""what child does n't love a germ-infested ball pit ?"", 'mesmerized by the variety of balls in the machine .', 'although i like this picture | i am terrified of the ferris wheel .']","['At carnivals, jubilee is a game you can play by tossing a ring on a stick.', 'I loved riding in the car carousel at my community carnival.', 'The other thing I loved was the germ infested ball pit.', 'The variety of colorful balls left me mesmerized and looked like a giant gumball machine.', 'When I rode the ferris wheel I felt absolutely terrified, but once I pctured myself as one gumball amongst a sea of others, I felt a calm within me.']",18-24
"['i was out walking downtown one day .', 'i saw many unique buildings and apartments .', 'i stopped at some of the shops to browse .', 'after a while i decided to head back to my apartment .', 'i was glad to be back home .']","['We were walking downtown during the day.', 'There were unique buildings and apartments.', 'We stopped in shops to browse', 'The head decided which apartment to go to.', 'When we were home we were glad.']",18-24
"[""i 'm pretty sure this is going to be one very interesting day !"", 'this is not your typical nascar race .', ""and this is n't your typical 5k run ."", ""i do n't think these cheerleaders will ever see an organization football game ."", ""i wonder if the dog 's name was [male] ?""]","['The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.']",25-34
"['these are my two best friends .', 'they come over for a housewarming party along with other friends .', 'everyone was feeling at home | and both said i did a fantastic job at decorating .', 'we sat down for a quick luch .', 'then we took some pictures to send yo everyone that could not make it that day !']","['Susan was so happy to see all of her friends.', 'She threw herself a house warming party and all her friends showed up.', 'Susan was feeling excited because her new job allowed her to work from home.', 'Everyone sat together and had a quick lunch.', 'Susan wanted to remember this day for ever so she hired a photographer to take pictures.']",25-34
"[""i 've always loved boats ."", 'i love big boats .', 'i really love small boats too .', 'i love to watch them .', 'so | piloting a boat was a big deal for me .']","['IT IS A BOAD', 'IT IS A BOAD', 'IT IS A BOAD', 'IT IS A BOAD', 'IT IS A BOAD']",25-34
"['i went for a walk one evening .', 'there were many plants outside .', 'i passed by some old buildings .', 'there were many flags on the houses .', 'i eventually turned back and went home .']","['The street was dark.', 'Plants grew among the dirt where it could.', 'The cracks ran across the sidewalks..', 'Some wiring was found on a truck traveling down the street.', 'It belonged to a ride the truck was carrying.']",25-34
"['happy birthday to our little girl !', 'she is loving her cake . all her friends came to help her celebrate .', 'brotherly love ! so sweet to see .', 'all the kids had a blast roller skating .', 'i think she hurt her hand . her mommy is making it better .']","['And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.']",25-34
"['the dog was exhausted after a long day .', 'the poodle showed off its pink dye all over its body .', 'the dogs patiently awaited someone to pet them .', 'she was so eager to present her chihuahua dog .', 'she is testing the skills of her dog .']","['Dogs can be tired.', 'Dogs can be silly.', 'Dogs can be excited.', 'Dogs can be scared.', 'But overall, most dogs are loyal!']",18-24
"['everyone looked so excited for the wedding to start .', 'the bride arrived right on time looking beautiful .', 'the wedding brought great happiness to everyone there .', 'all the people congratulated the newlyweds .', ""the bride 's parents were especially happy .""]","['We reached to the church for my wedding.', 'The bride looked very beautiful in the bride costume.', 'The wedding went with a lot of happiness.', 'The people congratulated the newly married couple.', 'The parents of the bride were also very happy.']",12-17
"['i was on vacation last weekend .', 'i spent most of my time surfing .', 'i found a huge bird there .', 'it was a lot of fun .', 'at night there were a lot of lights on the pier .']","['It was the perfect day for surfing.', 'There were huge waves.', 'The pelicans loved the weather too.', 'The clouds were coming in to ruin the weather.', 'The sunset was very beautiful.']",18-24
"['it was the big day', 'these were best friends of the bride and groom', 'everyone seemed to be having a good time', 'this guy was just looking to score', 'lots of pictures of the newlyweds']","['this is a close up of a man who seems very shocked', 'this is a close up of a couple', 'this is a couple starring at each other', 'this is a man unaware that his photo is being taken', 'this is a woman doing somthing with a light']",18-24
"['today is my birthday and i am taking a selfie with my dog .', 'my son decide not to join me | he is thinking something . was it your birthday gift to mom ?', 'thank you mom for the nice dinner on my birthday . it was a surprise to me that you collaborated with my son to cook something for me .', 'hey dad | what do you have for me for present ?', 'still waiting for you dad | dont act like your sleeping and trying to ignore me . can i take a look on your wallet ?']","['Just a scary looking dog and her owner.', 'The son of the owner stares the same way.', 'Grandma loves feeding the family.', 'And Grandpa loves all the entertainment.', 'I look so scary right now.']",18-24
"['we had a busy day checking out the architecture of this city .', 'looking up | the brick detailing is interesting of this old post office .', 'outside we see the old lighting set up . these line the street to keep it lit up at night .', 'the church steeple in the background is traditional | and plays bells on every hour .', 'at the end of our tour of the architecture | we went to blow off some steam at the adventure park in the next town .']","['this is a sand building', 'this is a church celling', 'this is a old streetlight', 'this is a old building', 'this is a ride']",18-24
"['my friends and i decided to spend girls night out at the carnival !', 'an open pit fire is always a cozy place to start .', 'the carousel brings back such great childhood memories .', 'although as kids we loved this ride | the carousel horses are pretty scary looking .', 'you can see how much fun we are having . we found some friends !']","['I went to the carnival with some friends.', 'At the carnival was a fire pit.', 'But our favorite part was the carousel.', 'It was a nice ride considering our age.', 'The night ended with me anticipating my next outing with my friends.']",25-34
"[""i learned so much in my `` art is everywhere '' class ."", 'even the simplest things | such as this empty lot | can hold beauty and design .', 'this graffiti is a true piece of art !', 'if this old car could speak | i bet it would have some pretty interesting stories .', 'i wish everyone could see the beauty in all the ordinary things they see every day !']","['I took an art class and what i learned in class was street art.', 'To practice my simplest art piece, i had to go to an empty lot that will hold all my stories.', 'A true artist can turn a piece of graffiti into a story.', 'And those stories will speak loud into peoples hearts and get pretty inspired create their own stories.', 'Ordinary one day i will teach the beauty of art.']",18-24
"['the family got together for a family reunion .', 'they all loved the children .', 'mom and daughter were very happy .', 'the sisters were excited to see each other .', 'grandma loves her grandson .']","['Today was the big day, Lucy would finally meet her birth mother', 'She arrived at the venue and found now just her mum, but a whole family she never knew she had', '""Quick! let\'s get a picture together"" said Tina, Lucy\'s newly found mother', 'Lucy met a half sister, a cousin and even grandparents', 'To end the day, she looked at pictures of herself as a baby with her mother, before she was put up for adoption']",25-34
"['the view of the villa was amazing !', 'the plants seemed so alive .', 'there was also this fountain that greeted us .', ""who would n't be enjoying this view ?"", 'one day | we will own a property like this .']","['The Villa has an amazing view of the gardens.', 'The plants are kept alive by a bubbling fountain.', 'The fountain has greeted many stray cats, looking for a goldfish snack.', 'The neighbors across the road spend their evenings enjoying the view.', ""It's a great piece of property to spend a warm spring day.""]",25-34
"['i decided to have my graduation dinner the night after graduation .', ""the entire family was there even some people i thought would n't be able to make it ."", ""one of those people was my uncle [male] . he 's there with the grey hair ."", 'here we are ordering our food .', 'my dad wanted to stand up and make a speech . that was embarrassing !']","['The business held their meeting in the restaurant.', 'There was not enough chairs for everyone.', 'Some people had to stand during the meeting.', 'They all listened to their boss intently.', 'They took turns sitting in the chairs so no one would get tired.']",18-24
"['there is traffic due to the big race today !', 'people stop by the side of the road | ready to watch the upcoming runners .', 'the runners make their way down the road .', 'there they go !', 'another round of runners are coming down now !']","['I wake up every morning walking to work.', 'My job is to make sure to direct traffic.', 'On my way to work I see people waking up early for a jogging.', 'The road almost have no pedestrians.', 'And finally I made it to work getting ready for the day.']",25-34
"['wow | when is someone going to start this meeting ?', 'we are all here with our hands on our heart just waiting .', 'ok | they are starting . finally !', 'and thank you for your service and for being here today .', 'can we pose with some flowers to really get this meeting going today ?']","['There was a big meeting today.', 'We said the pledge before it started.', 'My friend swore in.', 'They shook hands when he was done', 'This is his congratulatory picture.']",18-24
"['the old house on the street has a lot of history behind it .', 'although it looks modern it has been around for some time .', 'the back side of it has been completely refurnished .', 'this is a picture of it when it was first constructed .', 'the original house had fewer modifications than its current state .']","['The old house on the side street has a huge lot.', 'At one time, this house was considered modern.', 'I wonder what it would look like completely refurnished.', 'This picture was taken after this house was constructed.', ""We want it restored to it's original modifications.""]",45-54
"['[male] was on his way to work on his bike when he was distracted by a bird .', ""the tan bird was standing peacefully in the grass . [male] could n't help but watch it . he followed it all the way to a horse ."", 'this horse was behind a fence in the older part of town . the horse advised him to go shopping .', 'he purchased a green dress for his mother . he still had not made it to work .', 'finally he returned home and ate dinner with his friends in a poorly lit living room .']","['we were driving in the car', 'we saw a bird', 'and passed a horse', 'then we went to the mall', 'and decided to do some shopping']",25-34
"[""look at how happy i am . my wedding day was just perfect . i 've been dreaming about this day since i was a little girl ."", 'there is my family . they look just as happy as i am !', 'here is my beautiful husband and i. i love him with all my heart . i want us to be together forever .', ""i 'm glad that we chose these types of pictures . the photographer did a really great job . we look like we 're in our own world ."", 'this has been the best day of my life . i am so happy . i hope to keep my husband as i am in this moment .']","['This was a perfect wedding  day which made her happy.', 'It was a happy day attended by family.', 'And she loves her husband with her whole heart.', 'They toured the world taking all types of pictures.', 'She can now spend great moments together with her husband for life.']",35-44
"['we were so excited to have some fun .', 'we saw the lights from afar and knew we were near our destination .', 'the illuminated ferris wheel off in the distance was call our name .', 'we had finally arrived at location location .', 'it was a great night and there were a lot of people as we were leaving']","[""It's been a long night for our friend."", ""Here's the bridge that we went under on our boat ride."", 'All the sights with lights were absoutely gorgerous.', 'It was so much fun to see all the different buildings decorated with tons of lights.', 'We are back on land later that night walking around looking at all the sights.']",45-54
"['we took a trip to the candy house ! we ate lots of sweet treats !', 'after a lunch of candy we took a walk by the ocean | where the ponds intertwine before heading to the sea .', 'there was some cool art along the way | including this pair of bronzed berkinstocks .', 'we headed to the beach shore gift shop to pick up some trinkets for friends and family .', 'afterwards we went to diner to eat dinner | but we missed the time ! and ended up having to go elsewhere .']","['I took a trip to get some sweet treats.', 'On my trip I took a walk to see the sea and ponds.', 'I was mom told me including a cool pair of sandals was a good idea.', 'I bought some trinkets at the shop near the shore.', 'Time flew by and I almost missed lunch, but luckily, I got something to eat.']",25-34
"[""today we celebrated our baby 's first steps at a restaurant ."", ""it was dad 's idea to go out ."", 'we had lunch .', 'we had desert .', 'grandma and grandpa were so excited for the baby . it was a good day .']","['Today we celebrated the babies first birthday.', 'His dad was excited about all the gifts.', 'Lunch at the restaurant was delicious.', 'We finished with some amazing dessert.', 'Grandma and Grandpa were very excited about the whole day.']",25-34
"['the bumper car was fast and swift .', 'i took a picture with my family after the ride .', 'they caught a good picture of me smiling .', 'the theme park was really interesting .', 'my favorite part was the ride that was somewhat like a ski lift .']","['Kate really enjoyed the rides at the theme park.', 'But she and her family also took in the sights.', 'Many selfies were taken on that day.', 'This picture of the theme park is going on Instagram.', 'At the end of the day, they rode the SkyLine to get a better view of the park.']",35-44
"['we saw some interesting statues on our trip .', 'a lot of it was pretty plain | though .', 'we got to ride some of the ferris wheels .', 'just walking around parks was pretty relaxing .', 'the water was very tranquil .']","['IT IS A MAIN ROAD', 'IT IS A RIVER', 'IT IS A JAINT WELL', 'IT IS A WAY OF STELLS', 'IT IS A GREEN LEAVES']",18-24
"['this was a very scary place for me .', 'the columbarium was where funeral urns are stored .', 'we went inside the columbarium it was dark and cold inside .', 'i could not wait to get out | i thought a ghost might be in there !', 'even this statue was a little startling .']","['The path was quiet and peaceful.', 'Jack followed the signs to the Columbarium.', 'He walked down a long hallway.', 'And approached a lit room.', 'When he entered, a stature outside rumbled ominously.']",25-34
